id,number_of_suggestions,number_of_plans,number_of_accept,number_of_accept_2,mobile_plan
11647.0,7,4,1.0,1,DATACALL
11648.0,4,3,0.0,0,Unknown
11651.0,3,2,1.0,1,SOCIALMEDIAGOLD
11652.0,6,4,1.0,1,DATACALL
11654.0,5,3,0.0,0,Unknown
11655.0,4,3,1.0,1,DATASILVER
11656.0,7,5,0.0,0,Unknown
11657.0,1,1,1.0,1,SOCIALMEDIA
11659.0,10,4,3.0,1,SOCIALMEDIA
11662.0,3,2,0.0,0,Unknown
11664.0,4,3,0.0,0,Unknown
11665.0,5,3,0.0,0,Unknown
11667.0,7,4,0.0,0,Unknown
11669.0,1,1,1.0,1,DATAGOLD
11670.0,5,2,0.0,0,Unknown
11671.0,1,1,0.0,0,Unknown
11672.0,1,1,0.0,0,Unknown
11673.0,5,4,1.0,1,DATACALL
11676.0,2,2,0.0,0,Unknown
11677.0,7,4,0.0,0,Unknown
11678.0,4,2,0.0,0,Unknown
11679.0,5,3,1.0,1,SOCIALMEDIA
11680.0,4,2,2.0,1,SOCIALMEDIA
11684.0,5,3,1.0,1,SOCIALMEDIAGOLD
11685.0,6,4,1.0,1,DATASILVER
11686.0,3,3,1.0,1,SOCIALMEDIAGOLD
11687.0,3,2,1.0,1,DATASILVER
11689.0,5,2,0.0,0,Unknown
11691.0,2,2,0.0,0,Unknown
11693.0,3,3,0.0,0,Unknown
11695.0,4,3,0.0,0,Unknown
11696.0,2,2,1.0,1,SOCIALMEDIAGOLD
11699.0,4,4,0.0,0,Unknown
11702.0,5,3,0.0,0,Unknown
11704.0,8,4,0.0,0,Unknown
11705.0,3,2,0.0,0,Unknown
11709.0,4,3,1.0,1,SOCIALMEDIA
11710.0,2,2,0.0,0,Unknown
11711.0,2,2,0.0,0,Unknown
11713.0,5,4,0.0,0,Unknown
11715.0,3,3,1.0,1,SOCIALMEDIA
11716.0,1,1,1.0,1,SOCIALMEDIA
11718.0,4,4,0.0,0,Unknown
11719.0,4,3,1.0,1,DATAGOLD
11720.0,2,2,0.0,0,Unknown
11721.0,3,2,1.0,1,DATACALL
11723.0,2,2,0.0,0,Unknown
11727.0,7,5,1.0,1,SOCIALMEDIAGOLD
11732.0,1,1,1.0,1,DATACALL
11733.0,3,2,1.0,1,DATASILVER
11735.0,7,4,0.0,0,Unknown
11737.0,1,1,0.0,0,Unknown
11738.0,1,1,1.0,1,SOCIALMEDIA
11740.0,2,2,0.0,0,Unknown
11742.0,2,2,1.0,1,SOCIALMEDIA
11744.0,2,2,0.0,0,Unknown
11745.0,1,1,0.0,0,Unknown
11746.0,4,3,0.0,0,Unknown
11747.0,7,4,1.0,1,DATASILVER
11748.0,2,1,0.0,0,Unknown
11749.0,5,3,0.0,0,Unknown
11751.0,4,4,0.0,0,Unknown
11752.0,3,2,0.0,0,Unknown
11753.0,7,4,0.0,0,Unknown
11754.0,7,4,4.0,2,"DATASILVER, SOCIALMEDIAGOLD"
11755.0,2,2,1.0,1,DATASILVER
11756.0,2,1,0.0,0,Unknown
11757.0,4,4,0.0,0,Unknown
11760.0,6,4,1.0,1,SOCIALMEDIA
11761.0,3,3,1.0,1,SOCIALMEDIA
11767.0,3,2,0.0,0,Unknown
11769.0,3,3,2.0,2,"SOCIALMEDIAGOLD, DATASILVER"
11770.0,4,3,2.0,1,DATAGOLD
11772.0,4,4,1.0,1,SOCIALMEDIAGOLD
11773.0,3,3,0.0,0,Unknown
11777.0,5,4,1.0,1,DATACALL
11782.0,4,3,1.0,1,SOCIALMEDIAGOLD
11784.0,3,2,0.0,0,Unknown
11785.0,6,4,1.0,1,SOCIALMEDIAGOLD
11786.0,4,3,0.0,0,Unknown
11787.0,4,4,1.0,1,SOCIALMEDIA
11789.0,3,2,1.0,1,DATASILVER
11790.0,1,1,1.0,1,SOCIALMEDIAGOLD
11791.0,5,4,0.0,0,Unknown
11792.0,3,2,0.0,0,Unknown
11795.0,4,3,1.0,1,DATACALL
11797.0,1,1,1.0,1,SOCIALMEDIA
11800.0,6,4,1.0,1,DATAGOLD
11801.0,4,3,0.0,0,Unknown
11804.0,1,1,0.0,0,Unknown
11805.0,6,4,2.0,1,SOCIALMEDIAGOLD
11806.0,1,1,1.0,1,SOCIALMEDIAGOLD
11807.0,5,5,1.0,1,DATAGOLD
11811.0,1,1,0.0,0,Unknown
11812.0,2,1,0.0,0,Unknown
11813.0,1,1,0.0,0,Unknown
11815.0,3,3,0.0,0,Unknown
11819.0,8,4,4.0,2,"SOCIALMEDIAGOLD, DATACALL"
11820.0,1,1,1.0,1,SOCIALMEDIA
11823.0,2,2,0.0,0,Unknown
11825.0,3,3,1.0,1,SOCIALMEDIA
11826.0,5,5,0.0,0,Unknown
11828.0,6,5,0.0,0,Unknown
11829.0,1,1,0.0,0,Unknown
11830.0,5,5,1.0,1,DATACALL
11831.0,1,1,1.0,1,SOCIALMEDIA
11834.0,7,4,0.0,0,Unknown
11835.0,2,2,1.0,1,SOCIALMEDIA
11836.0,2,2,0.0,0,Unknown
11837.0,1,1,1.0,1,SOCIALMEDIAGOLD
11838.0,1,1,0.0,0,Unknown
11839.0,5,4,0.0,0,Unknown
11840.0,4,2,3.0,1,SOCIALMEDIA
11842.0,3,3,0.0,0,Unknown
11843.0,2,2,0.0,0,Unknown
11844.0,2,2,0.0,0,Unknown
11845.0,4,4,1.0,1,DATASILVER
11847.0,6,5,0.0,0,Unknown
11848.0,3,2,1.0,1,SOCIALMEDIA
11849.0,2,2,0.0,0,Unknown
11851.0,4,3,0.0,0,Unknown
11852.0,5,4,0.0,0,Unknown
11853.0,2,2,1.0,1,DATASILVER
11856.0,3,3,0.0,0,Unknown
11857.0,3,3,0.0,0,Unknown
11858.0,2,2,0.0,0,Unknown
11860.0,1,1,1.0,1,DATAGOLD
11862.0,3,3,1.0,1,SOCIALMEDIAGOLD
11863.0,2,2,0.0,0,Unknown
11864.0,3,2,0.0,0,Unknown
11865.0,1,1,1.0,1,DATACALL
11866.0,2,2,0.0,0,Unknown
11868.0,1,1,0.0,0,Unknown
11871.0,5,4,0.0,0,Unknown
11873.0,4,4,0.0,0,Unknown
11876.0,2,1,0.0,0,Unknown
11878.0,5,4,0.0,0,Unknown
11879.0,6,4,0.0,0,Unknown
11880.0,6,5,2.0,2,"SOCIALMEDIAGOLD, SOCIALMEDIA"
11881.0,3,3,1.0,1,DATAGOLD
11882.0,3,2,1.0,1,SOCIALMEDIAGOLD
11883.0,2,1,0.0,0,Unknown
11884.0,1,1,1.0,1,DATASILVER
11885.0,1,1,0.0,0,Unknown
11886.0,6,3,0.0,0,Unknown
11888.0,4,3,0.0,0,Unknown
11890.0,2,2,2.0,2,"DATASILVER, DATACALL"
11891.0,2,1,0.0,0,Unknown
11892.0,5,4,0.0,0,Unknown
11894.0,5,3,2.0,1,DATAGOLD
11898.0,4,3,2.0,1,SOCIALMEDIAGOLD
11899.0,1,1,1.0,1,SOCIALMEDIAGOLD
11901.0,6,4,0.0,0,Unknown
11902.0,3,3,0.0,0,Unknown
11904.0,3,3,0.0,0,Unknown
11905.0,6,4,1.0,1,SOCIALMEDIA
11906.0,8,4,0.0,0,Unknown
11908.0,4,4,0.0,0,Unknown
11909.0,4,4,0.0,0,Unknown
11910.0,5,3,0.0,0,Unknown
11911.0,4,2,3.0,1,SOCIALMEDIAGOLD
11912.0,3,2,0.0,0,Unknown
11913.0,3,2,1.0,1,DATASILVER
11914.0,2,1,0.0,0,Unknown
11915.0,4,3,0.0,0,Unknown
11916.0,3,3,0.0,0,Unknown
11918.0,5,3,2.0,1,DATAGOLD
11920.0,6,4,0.0,0,Unknown
11921.0,5,4,1.0,1,DATASILVER
11922.0,1,1,1.0,1,SOCIALMEDIAGOLD
11923.0,3,2,1.0,1,DATASILVER
11925.0,4,4,1.0,1,SOCIALMEDIAGOLD
11927.0,5,4,1.0,1,DATACALL
11928.0,4,3,0.0,0,Unknown
11930.0,6,2,1.0,1,DATAGOLD
11931.0,4,4,0.0,0,Unknown
11933.0,1,1,0.0,0,Unknown
11934.0,2,2,0.0,0,Unknown
11936.0,3,2,0.0,0,Unknown
11937.0,7,4,0.0,0,Unknown
11939.0,2,2,1.0,1,DATAGOLD
11940.0,6,4,0.0,0,Unknown
11941.0,5,3,1.0,1,SOCIALMEDIA
11942.0,5,3,2.0,2,"DATASILVER, DATACALL"
11949.0,6,3,0.0,0,Unknown
11951.0,7,3,0.0,0,Unknown
11952.0,3,3,0.0,0,Unknown
11953.0,4,4,1.0,1,DATAGOLD
11955.0,7,4,4.0,2,"SOCIALMEDIAGOLD, SOCIALMEDIA"
11956.0,3,2,0.0,0,Unknown
11959.0,7,4,1.0,1,SOCIALMEDIA
11960.0,3,2,1.0,1,SOCIALMEDIAGOLD
11961.0,8,4,1.0,1,SOCIALMEDIAGOLD
11964.0,7,4,0.0,0,Unknown
11966.0,5,4,1.0,1,SOCIALMEDIA
11968.0,1,1,0.0,0,Unknown
11969.0,4,4,0.0,0,Unknown
11971.0,3,3,1.0,1,DATACALL
11972.0,1,1,0.0,0,Unknown
11974.0,4,2,0.0,0,Unknown
11975.0,5,5,0.0,0,Unknown
11976.0,5,3,1.0,1,DATAGOLD
11977.0,3,2,1.0,1,DATASILVER
11980.0,4,2,3.0,2,"DATASILVER, DATACALL"
11981.0,7,4,1.0,1,DATASILVER
11982.0,5,3,1.0,1,DATASILVER
11986.0,5,4,0.0,0,Unknown
11987.0,6,4,0.0,0,Unknown
11988.0,9,4,2.0,1,DATACALL
11990.0,3,2,0.0,0,Unknown
11992.0,2,1,0.0,0,Unknown
11994.0,3,3,0.0,0,Unknown
11995.0,4,3,0.0,0,Unknown
11996.0,4,4,3.0,1,SOCIALMEDIAGOLD
11997.0,2,2,0.0,0,Unknown
11998.0,2,2,0.0,0,Unknown
11999.0,1,1,1.0,1,DATASILVER
12001.0,4,3,0.0,0,Unknown
12003.0,3,3,0.0,0,Unknown
12004.0,2,2,0.0,0,Unknown
12005.0,6,4,4.0,2,"SOCIALMEDIA, DATASILVER"
12006.0,1,1,1.0,1,SOCIALMEDIA
12007.0,1,1,0.0,0,Unknown
12008.0,4,3,0.0,0,Unknown
12010.0,6,5,1.0,1,SOCIALMEDIAGOLD
12011.0,5,4,0.0,0,Unknown
12012.0,3,3,0.0,0,Unknown
12015.0,2,2,0.0,0,Unknown
12016.0,5,4,0.0,0,Unknown
12017.0,4,3,0.0,0,Unknown
12019.0,4,4,1.0,1,DATASILVER
12020.0,3,2,1.0,1,SOCIALMEDIAGOLD
12021.0,4,3,0.0,0,Unknown
12024.0,1,1,1.0,1,SOCIALMEDIAGOLD
12026.0,3,3,1.0,1,SOCIALMEDIA
12029.0,4,4,0.0,0,Unknown
12030.0,1,1,0.0,0,Unknown
12032.0,6,4,0.0,0,Unknown
12033.0,6,2,0.0,0,Unknown
12036.0,6,4,2.0,1,DATAGOLD
12038.0,3,2,0.0,0,Unknown
12039.0,1,1,1.0,1,DATACALL
12040.0,1,1,0.0,0,Unknown
12041.0,2,1,0.0,0,Unknown
12042.0,1,1,0.0,0,Unknown
12043.0,5,3,0.0,0,Unknown
12046.0,7,4,1.0,1,DATACALL
12047.0,4,4,1.0,1,DATASILVER
12048.0,4,3,0.0,0,Unknown
12049.0,7,4,0.0,0,Unknown
12051.0,2,2,0.0,0,Unknown
12052.0,8,4,0.0,0,Unknown
12053.0,3,3,1.0,1,DATASILVER
12056.0,6,3,2.0,1,SOCIALMEDIAGOLD
12058.0,6,4,1.0,1,SOCIALMEDIA
12064.0,1,1,1.0,1,DATASILVER
12065.0,2,2,1.0,1,DATASILVER
12066.0,5,4,1.0,1,DATASILVER
12068.0,2,2,1.0,1,SOCIALMEDIAGOLD
12070.0,3,2,0.0,0,Unknown
12071.0,2,2,0.0,0,Unknown
12073.0,4,3,2.0,2,"DATACALL, SOCIALMEDIAGOLD"
12074.0,5,4,0.0,0,Unknown
12075.0,5,4,0.0,0,Unknown
12076.0,5,4,0.0,0,Unknown
12078.0,2,2,1.0,1,SOCIALMEDIAGOLD
12079.0,3,1,0.0,0,Unknown
12082.0,5,3,0.0,0,Unknown
12083.0,2,2,0.0,0,Unknown
12084.0,7,4,0.0,0,Unknown
12086.0,6,3,3.0,2,"SOCIALMEDIA, DATAGOLD"
12087.0,1,1,0.0,0,Unknown
12090.0,7,3,0.0,0,Unknown
12091.0,3,3,0.0,0,Unknown
12092.0,5,5,0.0,0,Unknown
12093.0,5,4,0.0,0,Unknown
12095.0,3,2,1.0,1,DATASILVER
12096.0,3,3,0.0,0,Unknown
12097.0,4,3,0.0,0,Unknown
12098.0,5,4,0.0,0,Unknown
12099.0,3,3,1.0,1,SOCIALMEDIAGOLD
12101.0,1,1,1.0,1,DATASILVER
12102.0,4,3,0.0,0,Unknown
12103.0,4,3,0.0,0,Unknown
12106.0,3,3,1.0,1,DATAGOLD
12107.0,5,3,1.0,1,SOCIALMEDIA
12109.0,3,3,1.0,1,DATASILVER
12110.0,5,4,2.0,2,"DATASILVER, SOCIALMEDIA"
12111.0,7,4,1.0,1,SOCIALMEDIA
12113.0,5,4,1.0,1,SOCIALMEDIA
12114.0,2,1,0.0,0,Unknown
12115.0,4,3,1.0,1,DATACALL
12117.0,1,1,1.0,1,DATACALL
12118.0,1,1,0.0,0,Unknown
12119.0,4,3,1.0,1,DATASILVER
12120.0,3,3,0.0,0,Unknown
12121.0,2,2,0.0,0,Unknown
12122.0,4,3,2.0,1,SOCIALMEDIA
12123.0,7,4,2.0,1,SOCIALMEDIAGOLD
12124.0,7,5,1.0,1,SOCIALMEDIA
12126.0,2,2,1.0,1,SOCIALMEDIAGOLD
12127.0,4,1,1.0,1,SOCIALMEDIAGOLD
12131.0,4,3,0.0,0,Unknown
12132.0,3,2,2.0,1,SOCIALMEDIAGOLD
12133.0,6,4,1.0,1,SOCIALMEDIA
12136.0,5,3,1.0,1,DATASILVER
12139.0,4,2,0.0,0,Unknown
12140.0,2,2,0.0,0,Unknown
12142.0,3,2,1.0,1,SOCIALMEDIAGOLD
12143.0,3,3,1.0,1,DATACALL
12146.0,2,1,2.0,1,SOCIALMEDIAGOLD
12148.0,2,2,0.0,0,Unknown
12151.0,6,5,0.0,0,Unknown
12154.0,4,3,2.0,1,DATASILVER
12155.0,4,4,1.0,1,DATASILVER
12157.0,4,4,0.0,0,Unknown
12158.0,1,1,1.0,1,SOCIALMEDIA
12159.0,3,2,1.0,1,SOCIALMEDIAGOLD
12160.0,7,5,0.0,0,Unknown
12162.0,3,2,1.0,1,SOCIALMEDIA
12163.0,8,4,0.0,0,Unknown
12167.0,2,2,1.0,1,DATACALL
12168.0,9,4,0.0,0,Unknown
12169.0,4,2,0.0,0,Unknown
12171.0,2,1,1.0,1,SOCIALMEDIA
12173.0,4,3,1.0,1,SOCIALMEDIAGOLD
12176.0,1,1,0.0,0,Unknown
12178.0,3,2,0.0,0,Unknown
12180.0,4,4,1.0,1,SOCIALMEDIA
12181.0,4,4,1.0,1,SOCIALMEDIA
12182.0,2,2,0.0,0,Unknown
12183.0,2,2,1.0,1,DATAGOLD
12184.0,1,1,2.0,1,DATACALL
12185.0,3,3,0.0,0,Unknown
12187.0,5,5,0.0,0,Unknown
12188.0,1,1,0.0,0,Unknown
12189.0,6,4,0.0,0,Unknown
12191.0,2,1,1.0,1,SOCIALMEDIAGOLD
12192.0,5,4,1.0,1,DATASILVER
12194.0,5,4,0.0,0,Unknown
12196.0,3,2,0.0,0,Unknown
12199.0,6,4,0.0,0,Unknown
12200.0,4,3,1.0,1,SOCIALMEDIA
12202.0,5,4,1.0,1,SOCIALMEDIAGOLD
12206.0,6,4,0.0,0,Unknown
12207.0,2,2,1.0,1,DATASILVER
12208.0,3,2,0.0,0,Unknown
12210.0,3,2,0.0,0,Unknown
12211.0,1,1,1.0,1,SOCIALMEDIA
12213.0,3,2,0.0,0,Unknown
12215.0,3,2,1.0,1,DATASILVER
12216.0,3,3,1.0,1,SOCIALMEDIA
12219.0,3,2,0.0,0,Unknown
12221.0,4,3,1.0,1,DATACALL
12222.0,1,1,0.0,0,Unknown
12224.0,4,4,0.0,0,Unknown
12225.0,4,4,2.0,2,"SOCIALMEDIA, SOCIALMEDIAGOLD"
12227.0,3,2,0.0,0,Unknown
12228.0,4,3,1.0,1,SOCIALMEDIA
12229.0,9,4,0.0,0,Unknown
12230.0,2,1,0.0,0,Unknown
12233.0,4,3,0.0,0,Unknown
12236.0,5,4,1.0,1,DATASILVER
12237.0,6,4,0.0,0,Unknown
12238.0,2,1,1.0,1,SOCIALMEDIAGOLD
12239.0,4,3,0.0,0,Unknown
12241.0,3,2,0.0,0,Unknown
12243.0,2,2,1.0,1,SOCIALMEDIA
12246.0,4,3,0.0,0,Unknown
12247.0,2,1,0.0,0,Unknown
12249.0,3,2,1.0,1,DATASILVER
12250.0,6,3,0.0,0,Unknown
12252.0,5,4,0.0,0,Unknown
12253.0,4,3,0.0,0,Unknown
12255.0,7,4,2.0,1,DATACALL
12256.0,8,4,0.0,0,Unknown
12257.0,3,3,0.0,0,Unknown
12258.0,3,3,0.0,0,Unknown
12260.0,6,5,0.0,0,Unknown
12262.0,5,4,1.0,1,SOCIALMEDIA
12263.0,5,4,1.0,1,SOCIALMEDIA
12264.0,9,4,0.0,0,Unknown
12265.0,8,4,3.0,1,SOCIALMEDIAGOLD
12267.0,4,4,0.0,0,Unknown
12268.0,6,4,0.0,0,Unknown
12271.0,4,3,0.0,0,Unknown
12272.0,5,3,1.0,1,DATACALL
12273.0,5,4,1.0,1,DATAGOLD
12274.0,6,4,0.0,0,Unknown
12276.0,4,2,1.0,1,SOCIALMEDIA
12277.0,3,3,1.0,1,DATASILVER
12278.0,3,3,0.0,0,Unknown
12279.0,2,2,1.0,1,DATAGOLD
12280.0,3,3,0.0,0,Unknown
12281.0,5,3,0.0,0,Unknown
12282.0,3,3,0.0,0,Unknown
12284.0,2,2,0.0,0,Unknown
12285.0,1,1,0.0,0,Unknown
12286.0,3,2,0.0,0,Unknown
12289.0,4,4,0.0,0,Unknown
12291.0,3,2,0.0,0,Unknown
12292.0,1,1,1.0,1,DATASILVER
12295.0,1,1,1.0,1,SOCIALMEDIAGOLD
12296.0,1,1,1.0,1,DATACALL
12298.0,3,2,1.0,1,SOCIALMEDIAGOLD
12300.0,4,3,1.0,1,SOCIALMEDIA
12301.0,1,1,1.0,1,DATASILVER
12302.0,5,4,1.0,1,DATACALL
12303.0,1,1,0.0,0,Unknown
12305.0,4,2,0.0,0,Unknown
12310.0,4,3,1.0,1,DATASILVER
12311.0,5,5,1.0,1,DATASILVER
12312.0,5,4,0.0,0,Unknown
12313.0,2,2,0.0,0,Unknown
12314.0,4,4,1.0,1,DATAGOLD
12316.0,4,4,0.0,0,Unknown
12317.0,2,2,0.0,0,Unknown
12319.0,4,3,1.0,1,SOCIALMEDIA
12324.0,2,2,1.0,1,DATACALL
12326.0,3,2,1.0,1,SOCIALMEDIA
12327.0,3,1,1.0,1,SOCIALMEDIA
12328.0,4,3,3.0,1,DATASILVER
12329.0,1,1,0.0,0,Unknown
12332.0,5,3,1.0,1,SOCIALMEDIA
12334.0,1,1,0.0,0,Unknown
12336.0,4,4,0.0,0,Unknown
12338.0,4,3,2.0,1,DATASILVER
12341.0,5,3,0.0,0,Unknown
12345.0,4,4,1.0,1,DATAGOLD
12347.0,2,2,0.0,0,Unknown
12349.0,3,2,0.0,0,Unknown
12351.0,6,4,2.0,1,SOCIALMEDIAGOLD
12353.0,2,2,0.0,0,Unknown
12356.0,6,5,1.0,1,DATAGOLD
12359.0,1,1,1.0,1,DATASILVER
12360.0,4,3,0.0,0,Unknown
12361.0,3,2,1.0,1,SOCIALMEDIA
12362.0,1,1,0.0,0,Unknown
12363.0,7,3,0.0,0,Unknown
12364.0,7,4,0.0,0,Unknown
12365.0,3,3,1.0,1,SOCIALMEDIA
12366.0,9,5,2.0,1,SOCIALMEDIA
12367.0,4,3,0.0,0,Unknown
12371.0,2,2,1.0,1,DATAGOLD
12372.0,2,2,0.0,0,Unknown
12374.0,2,1,0.0,0,Unknown
12376.0,5,4,1.0,1,SOCIALMEDIAGOLD
12377.0,3,2,1.0,1,DATASILVER
12378.0,3,3,1.0,1,DATAGOLD
12379.0,1,1,1.0,1,DATASILVER
12380.0,9,5,1.0,1,SOCIALMEDIAGOLD
12381.0,3,2,1.0,1,SOCIALMEDIAGOLD
12382.0,3,2,1.0,1,SOCIALMEDIAGOLD
12383.0,2,2,0.0,0,Unknown
12384.0,4,1,0.0,0,Unknown
12387.0,3,2,3.0,1,SOCIALMEDIA
12388.0,3,3,0.0,0,Unknown
12391.0,3,2,0.0,0,Unknown
12394.0,4,4,0.0,0,Unknown
12395.0,3,3,0.0,0,Unknown
12396.0,2,2,0.0,0,Unknown
12398.0,5,5,0.0,0,Unknown
12399.0,6,4,1.0,1,DATACALL
12400.0,3,2,1.0,1,SOCIALMEDIA
12401.0,2,2,0.0,0,Unknown
12406.0,4,4,1.0,1,SOCIALMEDIA
12409.0,3,2,1.0,1,SOCIALMEDIA
12410.0,2,2,0.0,0,Unknown
12411.0,4,4,0.0,0,Unknown
12412.0,3,2,1.0,1,DATASILVER
12413.0,1,1,0.0,0,Unknown
12414.0,4,3,0.0,0,Unknown
12415.0,2,1,0.0,0,Unknown
12416.0,3,3,0.0,0,Unknown
12417.0,3,3,0.0,0,Unknown
12419.0,5,4,0.0,0,Unknown
12421.0,4,2,3.0,2,"DATAGOLD, SOCIALMEDIA"
12422.0,3,2,0.0,0,Unknown
12423.0,1,1,1.0,1,SOCIALMEDIAGOLD
12427.0,6,3,1.0,1,DATASILVER
12428.0,4,3,1.0,1,SOCIALMEDIA
12429.0,2,2,1.0,1,DATASILVER
12431.0,2,2,1.0,1,SOCIALMEDIA
12433.0,1,1,1.0,1,SOCIALMEDIA
12435.0,6,4,2.0,1,DATASILVER
12440.0,4,3,0.0,0,Unknown
12441.0,4,4,1.0,1,DATASILVER
12443.0,6,5,1.0,1,SOCIALMEDIAGOLD
12444.0,6,3,0.0,0,Unknown
12445.0,4,3,0.0,0,Unknown
12447.0,1,1,0.0,0,Unknown
12450.0,2,2,1.0,1,DATASILVER
12454.0,4,3,1.0,1,DATASILVER
12456.0,3,3,1.0,1,SOCIALMEDIA
12457.0,6,3,1.0,1,SOCIALMEDIA
12460.0,3,3,0.0,0,Unknown
12462.0,1,1,0.0,0,Unknown
12463.0,4,3,3.0,1,DATASILVER
12464.0,1,1,0.0,0,Unknown
12465.0,4,3,1.0,1,SOCIALMEDIAGOLD
12471.0,5,4,1.0,1,DATASILVER
12472.0,4,3,0.0,0,Unknown
12473.0,1,1,0.0,0,Unknown
12474.0,4,2,0.0,0,Unknown
12475.0,5,5,0.0,0,Unknown
12476.0,4,3,3.0,2,"SOCIALMEDIA, DATAGOLD"
12477.0,6,3,0.0,0,Unknown
12480.0,1,1,1.0,1,SOCIALMEDIAGOLD
12481.0,7,4,0.0,0,Unknown
12482.0,4,2,3.0,1,SOCIALMEDIA
12483.0,2,2,1.0,1,SOCIALMEDIAGOLD
12485.0,4,3,0.0,0,Unknown
12486.0,3,1,1.0,1,SOCIALMEDIA
12488.0,4,3,2.0,1,SOCIALMEDIA
12489.0,6,4,1.0,1,DATACALL
12491.0,3,2,1.0,1,SOCIALMEDIAGOLD
12492.0,3,2,0.0,0,Unknown
12493.0,3,2,0.0,0,Unknown
12496.0,3,3,0.0,0,Unknown
12497.0,1,1,0.0,0,Unknown
12498.0,8,4,0.0,0,Unknown
12500.0,4,1,2.0,1,SOCIALMEDIAGOLD
12502.0,2,2,1.0,1,SOCIALMEDIA
12506.0,4,4,0.0,0,Unknown
12507.0,2,1,0.0,0,Unknown
12509.0,3,3,0.0,0,Unknown
12510.0,2,2,0.0,0,Unknown
12511.0,1,1,1.0,1,SOCIALMEDIA
12512.0,3,2,0.0,0,Unknown
12514.0,4,3,0.0,0,Unknown
12515.0,4,3,1.0,1,DATAGOLD
12516.0,3,3,0.0,0,Unknown
12518.0,5,4,0.0,0,Unknown
12519.0,2,2,1.0,1,DATACALL
12520.0,4,4,1.0,1,SOCIALMEDIA
12523.0,3,1,1.0,1,DATACALL
12529.0,3,3,0.0,0,Unknown
12530.0,3,3,1.0,1,SOCIALMEDIAGOLD
12532.0,3,2,0.0,0,Unknown
12534.0,5,4,0.0,0,Unknown
12536.0,4,3,0.0,0,Unknown
12539.0,1,1,0.0,0,Unknown
12541.0,3,2,0.0,0,Unknown
12542.0,7,3,1.0,1,SOCIALMEDIAGOLD
12543.0,5,3,1.0,1,SOCIALMEDIAGOLD
12546.0,2,2,1.0,1,DATACALL
12549.0,2,1,1.0,1,SOCIALMEDIAGOLD
12551.0,5,3,4.0,2,"SOCIALMEDIA, DATASILVER"
12554.0,2,2,1.0,1,DATACALL
12556.0,8,4,1.0,1,SOCIALMEDIAGOLD
12563.0,2,2,1.0,1,DATASILVER
12564.0,7,4,0.0,0,Unknown
12565.0,4,3,1.0,1,DATAGOLD
12567.0,4,3,1.0,1,DATAGOLD
12568.0,1,1,1.0,1,SOCIALMEDIAGOLD
12569.0,2,2,0.0,0,Unknown
12570.0,1,1,1.0,1,SOCIALMEDIAGOLD
12571.0,1,1,0.0,0,Unknown
12572.0,1,1,0.0,0,Unknown
12573.0,7,4,1.0,1,DATACALL
12574.0,6,3,3.0,1,DATASILVER
12575.0,4,3,2.0,2,"SOCIALMEDIA, DATAGOLD"
12577.0,3,3,0.0,0,Unknown
12578.0,2,2,0.0,0,Unknown
12579.0,5,4,1.0,1,SOCIALMEDIAGOLD
12581.0,3,2,1.0,1,SOCIALMEDIA
12582.0,5,3,0.0,0,Unknown
12584.0,1,1,1.0,1,DATASILVER
12585.0,3,3,1.0,1,SOCIALMEDIAGOLD
12586.0,4,2,1.0,1,SOCIALMEDIA
12587.0,3,2,0.0,0,Unknown
12592.0,2,1,0.0,0,Unknown
12594.0,3,2,1.0,1,DATACALL
12595.0,7,4,1.0,1,DATACALL
12599.0,4,2,0.0,0,Unknown
12600.0,4,3,0.0,0,Unknown
12602.0,4,3,0.0,0,Unknown
12603.0,3,2,0.0,0,Unknown
12604.0,2,2,1.0,1,SOCIALMEDIA
12605.0,2,2,1.0,1,SOCIALMEDIA
12606.0,4,3,2.0,2,"DATAGOLD, DATACALL"
12607.0,2,2,2.0,2,"SOCIALMEDIAGOLD, DATACALL"
12609.0,2,2,0.0,0,Unknown
12612.0,5,4,1.0,1,DATASILVER
12615.0,4,2,0.0,0,Unknown
12619.0,1,1,1.0,1,DATASILVER
12620.0,3,1,3.0,1,SOCIALMEDIA
12621.0,4,4,0.0,0,Unknown
12622.0,4,2,0.0,0,Unknown
12625.0,6,4,3.0,1,SOCIALMEDIAGOLD
12627.0,3,2,1.0,1,SOCIALMEDIAGOLD
12628.0,2,2,1.0,1,DATAGOLD
12629.0,4,3,0.0,0,Unknown
12630.0,4,3,0.0,0,Unknown
12631.0,4,3,0.0,0,Unknown
12632.0,5,4,0.0,0,Unknown
12633.0,4,3,1.0,1,SOCIALMEDIA
12634.0,6,3,1.0,1,SOCIALMEDIAGOLD
12635.0,5,4,1.0,1,SOCIALMEDIAGOLD
12636.0,1,1,1.0,1,SOCIALMEDIAGOLD
12637.0,4,3,1.0,1,DATACALL
12638.0,3,2,0.0,0,Unknown
12640.0,1,1,0.0,0,Unknown
12642.0,4,4,0.0,0,Unknown
12643.0,5,3,0.0,0,Unknown
12644.0,4,2,0.0,0,Unknown
12645.0,1,1,1.0,1,DATASILVER
12646.0,5,4,1.0,1,DATAGOLD
12647.0,1,1,0.0,0,Unknown
12648.0,3,3,0.0,0,Unknown
12649.0,3,2,2.0,1,DATACALL
12650.0,1,1,0.0,0,Unknown
12652.0,5,3,0.0,0,Unknown
